date,domain,format,country,ad_size,device,adSelectionEmissions,creativeDistributionEmissions,mediaDistributionEmissions,totalEmissions,domainCoverage
07/10/2025,espn.com,banner,China,970x250,desktop,0.00528142,4.596e-05,0.00020293,0.00553031,measured
07/16/2025,yahoo.com,video,China,970x250,mobile,0.00674258,1e-05,0.0001728,0.00692538,modeled
07/03/2025,espn.com,banner,India,300x600,desktop,0.00352794,0.00013531,0.00010451,0.00376776,modeled
07/04/2025,weather.com,banner,China,970x250,tablet,0.02137725,0.00010545,0.00022776,0.02171047,modeled
07/24/2025,reuters.com,video,Brazil,728x90,mobile,0.02588991,3.343e-05,0.00010968,0.02603302,modeled
07/22/2025,msn.com,native,Canada,300x600,tablet,0.021359,0.00021408,0.00020845,0.02178153,modeled
07/05/2025,fox32chicago.com,native,India,728x90,tablet,0.04038332,0.00011088,0.00028073,0.04077493,measured
07/06/2025,msn.com,banner,United Kingdom,160x600,tablet,0.02009685,0.00017063,0.00010023,0.02036772,modeled
07/07/2025,techcrunch.com,audio,Australia,160x600,mobile,0.04609409,0.00011994,3.474e-05,0.04624878,modeled
07/30/2025,yahoo.com,display,Australia,300x600,tablet,0.02187781,0.00013058,0.00024725,0.02285197,modeled
08/01/2025,washingtonpost.com,banner,France,320x50,tablet,0.05676471,5.476e-05,0.00045609,0.05727556,modeled
07/31/2025,forbes.com,audio,United States,300x600,desktop,0.01671442,4.401e-05,8.923e-05,0.01684766,measured
07/19/2025,cnn.com,display,China,320x50,tablet,0.02504071,3.847e-05,0.00010163,0.02827172,measured
07/16/2025,weather.com,audio,Australia,300x600,mobile,0.02148839,0.0002293,0.00024241,0.02196009,measured
07/08/2025,washingtonpost.com,video,Australia,970x250,desktop,0.01723477,0.0001248,0.00015984,0.01751942,measured
07/26/2025,msn.com,audio,Canada,300x600,tablet,0.00578577,0.00025577,0.00037071,0.00641226,modeled
07/24/2025,bloomberg.com,video,United Kingdom,160x600,tablet,0.01573012,5.745e-05,4.733e-05,0.0158349,modeled
07/16/2025,cnn.com,native,Australia,300x600,tablet,0.02606767,0.00013093,6.632e-05,0.02626493,measured
07/19/2025,engadget.com,native,Brazil,300x250,desktop,0.02015331,0.00014829,8.679e-05,0.0203884,modeled
07/30/2025,techcrunch.com,video,India,300x600,desktop,0.01425678,7.074e-05,7.014e-05,0.01439766,measured
07/24/2025,cnn.com,display,Australia,970x250,mobile,0.0144871,1.801e-05,0.00010859,0.00939883,modeled
07/15/2025,cnn.com,display,India,970x250,tablet,0.01373931,7.941e-05,0.00018923,0.01400795,modeled
08/01/2025,washingtonpost.com,native,France,160x600,tablet,0.00545933,3.254e-05,6.857e-05,0.00556045,measured
07/03/2025,msn.com,display,Japan,300x250,tablet,0.00490894,0.00012795,8.365e-05,0.00512054,measured
08/02/2025,weather.com,display,France,160x600,tablet,0.01626407,3.969e-05,9.953e-05,0.0164033,measured
07/17/2025,washingtonpost.com,video,France,320x50,mobile,0.020864,0.00010801,5.42e-05,0.02102621,modeled
08/02/2025,washingtonpost.com,native,United Kingdom,970x250,tablet,0.01564763,4.03e-05,0.00012163,0.01580956,modeled
07/29/2025,usatoday.com,display,China,728x90,tablet,0.00973445,0.00026642,0.00023633,0.0102372,modeled
07/24/2025,nytimes.com,display,France,728x90,desktop,0.02228501,6.66e-05,0.00024105,0.02259266,modeled
07/09/2025,cnn.com,native,United Kingdom,300x600,desktop,0.01599924,0.00024883,0.00025772,0.01650579,measured
07/27/2025,usatoday.com,audio,Brazil,320x50,mobile,0.01236872,0.0002304,0.00010699,0.01270611,modeled
07/08/2025,techcrunch.com,audio,United States,160x600,mobile,0.05531539,0.00023852,0.00016626,0.05572017,measured
08/02/2025,bloomberg.com,banner,Brazil,970x250,tablet,0.00375341,9.812e-05,4.908e-05,0.00390062,measured
07/17/2025,nytimes.com,display,United Kingdom,320x50,tablet,0.0099863,5.315e-05,4.868e-05,0.01008813,modeled
07/30/2025,yahoo.com,display,Canada,728x90,mobile,0.01967905,4.505e-05,0.00011091,0.01983502,measured
07/16/2025,weather.com,audio,Germany,728x90,tablet,0.01070634,0.00011863,0.00018014,0.01100512,measured
07/24/2025,techcrunch.com,native,Australia,728x90,desktop,0.01300033,0.00012284,0.0003048,0.01342797,modeled
07/28/2025,fox32chicago.com,video,Brazil,970x250,tablet,0.00163427,5.101e-05,5.811e-05,0.00174339,modeled
07/20/2025,msn.com,native,United States,300x250,tablet,0.00944667,6.27e-06,1.235e-05,0.00946529,measured
07/08/2025,bloomberg.com,display,Canada,320x50,mobile,0.01101181,5.377e-05,0.00033426,0.01139984,measured
07/20/2025,weather.com,video,China,300x600,tablet,0.01855761,0.00012064,0.00108882,0.01976706,measured
07/23/2025,washingtonpost.com,native,India,970x250,mobile,0.05031947,8.043e-05,9.414e-05,0.05049404,modeled
07/31/2025,espn.com,native,Canada,970x250,tablet,0.01033944,0.00010646,9.48e-05,0.0105407,measured
07/21/2025,usatoday.com,display,Canada,970x250,mobile,0.00592036,5.333e-05,0.00017389,0.00614758,modeled
07/22/2025,techcrunch.com,audio,Canada,300x600,mobile,0.02717535,0.00026868,0.00014372,0.02758775,measured
07/16/2025,nytimes.com,video,United Kingdom,728x90,mobile,0.03961822,7.139e-05,0.00012681,0.03981642,modeled
07/06/2025,fox32chicago.com,banner,India,300x250,mobile,0.01521074,9.798e-05,0.00024475,0.01555346,measured
07/22/2025,nytimes.com,video,Brazil,728x90,tablet,0.01145028,3.81e-05,0.00025833,0.01174671,measured
07/29/2025,engadget.com,native,Brazil,300x600,mobile,0.03072746,0.00021912,8.018e-05,0.03102676,modeled
07/20/2025,yahoo.com,native,China,300x600,tablet,0.01387538,0.00016563,9.072e-05,0.01413174,modeled
07/23/2025,nytimes.com,display,Brazil,320x50,mobile,0.02637798,7.163e-05,0.00016968,0.02661929,measured
07/11/2025,,display,Germany,320x50,mobile,0.00580699,8.896e-05,0.0003007,0.00619664,modeled
07/20/2025,techcrunch.com,audio,Japan,728x90,desktop,0.02885228,3.586e-05,0.00040747,0.03773738,measured
07/20/2025,weather.com,native,Germany,160x600,desktop,0.03604639,3.038e-05,8.582e-05,0.03616259,measured
07/11/2025,techcrunch.com,display,Japan,970x250,tablet,0.00640924,0.00010822,8.268e-05,0.00660014,modeled
07/20/2025,cnn.com,banner,Japan,970x250,mobile,0.00216254,7.898e-05,0.00025134,0.00249287,measured
07/22/2025,fox32chicago.com,banner,India,728x90,desktop,0.01806956,0.00012357,0.00015505,0.01834818,measured
07/12/2025,nytimes.com,native,United States,728x90,mobile,0.02802433,0.00010339,0.00012106,0.02824878,measured
07/16/2025,yahoo.com,display,United States,300x250,desktop,0.01790139,0.00022454,0.00020569,0.01833162,measured
07/04/2025,yahoo.com,native,Japan,300x250,desktop,0.00715048,8.844e-05,0.00017091,0.00740983,measured
07/27/2025,yahoo.com,video,United States,160x600,tablet,0.01474156,1.089e-05,6.275e-05,0.0148152,measured
07/27/2025,bloomberg.com,video,Canada,970x250,tablet,0.01187698,0.00027422,0.00019009,0.01234129,modeled
07/04/2025,bloomberg.com,banner,Canada,970x250,desktop,0.00360879,7.743e-05,0.00032248,0.0040087,modeled
07/06/2025,espn.com,banner,China,160x600,desktop,0.0102107,0.00016994,2.992e-05,0.01041056,measured
07/03/2025,espn.com,video,United Kingdom,728x90,mobile,0.00032348,0.0001873,9.099e-05,0.00060177,measured
07/05/2025,techcrunch.com,display,United States,970x250,desktop,0.01213722,9.624e-05,0.00018532,0.01241878,measured
07/25/2025,nytimes.com,display,India,160x600,tablet,0.00076162,4.766e-05,0.00013952,0.00094879,modeled
07/09/2025,fox32chicago.com,audio,Brazil,320x50,tablet,0.02312702,3.536e-05,0.00011311,0.02083087,modeled
07/25/2025,usatoday.com,audio,Japan,300x600,desktop,0.01018342,9.866e-05,0.00029244,0.01057452,modeled
07/05/2025,washingtonpost.com,banner,Brazil,970x250,tablet,0.01269162,2.245e-05,7.266e-05,0.01278673,measured
07/15/2025,usatoday.com,display,France,970x250,desktop,0.05059613,3.936e-05,4.373e-05,0.05067921,modeled
07/24/2025,bloomberg.com,video,India,300x600,mobile,0.01206256,7.745e-05,8.58e-05,0.0122258,measured
07/13/2025,msn.com,video,United States,728x90,desktop,0.0037638,0.00010586,0.00015798,0.00402764,measured
07/09/2025,reuters.com,native,Australia,300x600,tablet,0.02730459,9.709e-05,0.00038286,0.02778454,modeled
07/25/2025,reuters.com,video,United States,970x250,mobile,0.02881039,0.00012437,0.00029973,0.02923449,modeled
08/01/2025,bloomberg.com,native,India,320x50,tablet,0.01854517,7.19e-05,0.00016798,0.01878505,modeled
07/04/2025,forbes.com,banner,Japan,728x90,tablet,0.00203653,9.295e-05,0.00012381,0.0022533,measured
07/06/2025,nytimes.com,audio,France,970x250,desktop,0.02269191,0.00017028,0.00020314,0.02306534,modeled
07/20/2025,techcrunch.com,native,Canada,970x250,tablet,0.00910504,0.00015166,0.00038655,0.00964324,measured
07/16/2025,msn.com,video,Canada,300x600,tablet,0.03466093,2.463e-05,0.00020162,0.03488718,modeled
07/17/2025,usatoday.com,native,Australia,970x250,mobile,0.00571737,6.636e-05,0.00017768,0.00596141,measured
07/22/2025,msn.com,display,Japan,160x600,mobile,0.02012854,0.00017101,0.00038779,0.02068734,modeled
08/02/2025,reuters.com,display,Germany,300x250,mobile,0.02384642,6.229e-05,1.738e-05,0.02392609,modeled
07/10/2025,engadget.com,audio,Japan,300x600,tablet,0.04013624,7.77e-05,0.00012949,0.04034343,measured
07/21/2025,yahoo.com,display,Germany,320x50,tablet,0.01720589,0.00011532,0.00018845,0.01750967,modeled
07/10/2025,weather.com,banner,France,970x250,mobile,0.01344471,7.71e-05,8.026e-05,0.01360207,measured
07/28/2025,forbes.com,audio,United Kingdom,970x250,mobile,0.00909872,4.53e-05,0.00012223,0.00926624,measured
07/04/2025,fox32chicago.com,display,Canada,160x600,mobile,0.00756415,1.29e-06,9.825e-05,0.00766369,measured
08/01/2025,engadget.com,native,United States,300x250,mobile,0.00525205,9.06e-05,7.999e-05,0.00542264,modeled
07/19/2025,forbes.com,native,United States,160x600,tablet,0.02327238,2.882e-05,2.19e-05,0.0241217,modeled
07/21/2025,techcrunch.com,display,Germany,300x250,mobile,0.01545012,5.926e-05,3.832e-05,0.0155477,modeled
07/21/2025,weather.com,video,Germany,160x600,tablet,0.02882662,3.394e-05,6.974e-05,0.02893029,measured
07/09/2025,forbes.com,banner,France,320x50,mobile,0.03269484,0.00012124,4.874e-05,0.03286483,modeled
07/13/2025,weather.com,video,Canada,320x50,mobile,0.01275055,2.749e-05,0.00024857,0.01302662,modeled
07/22/2025,usatoday.com,audio,Brazil,728x90,mobile,0.03105681,0.00026601,0.00053507,0.03185789,measured
07/04/2025,usatoday.com,banner,United Kingdom,970x250,desktop,0.00989695,0.00013832,1.808e-05,0.01005336,modeled
07/10/2025,engadget.com,banner,Canada,320x50,mobile,0.01917339,0.00011392,5.718e-05,0.0193445,modeled
07/18/2025,msn.com,native,India,300x600,tablet,0.00936542,0.00015601,0.00018558,0.0038872,modeled
07/07/2025,theverge.com,display,United States,728x90,desktop,0.04878541,0.0002254,2.499e-05,0.04903579,modeled
07/12/2025,bloomberg.com,native,United Kingdom,970x250,mobile,0.01077151,3.227e-05,0.00022787,0.01103164,measured
07/24/2025,fox32chicago.com,video,Australia,160x600,tablet,0.02060481,3.445e-05,6.36e-05,0.02070286,measured
07/25/2025,reuters.com,video,Germany,300x600,mobile,0.03856415,5.916e-05,1.447e-05,0.03863778,measured
07/20/2025,theverge.com,native,Canada,160x600,tablet,0.00631215,0.00027762,0.00026679,0.00685657,modeled
07/08/2025,nytimes.com,display,India,300x250,tablet,0.00514815,9.583e-05,0.00025555,0.00918576,measured
07/11/2025,washingtonpost.com,native,Canada,970x250,desktop,0.00307308,0.00017206,0.0001843,0.00342944,modeled
07/05/2025,reuters.com,audio,Japan,320x50,mobile,0.00888033,0.00012865,0.00016656,0.00917554,modeled
07/20/2025,bloomberg.com,display,Germany,970x250,tablet,0.02187735,9.326e-05,6.147e-05,0.02203208,modeled
07/31/2025,theverge.com,audio,Germany,728x90,mobile,0.00905915,6.889e-05,0.00013814,0.00926618,modeled
07/05/2025,engadget.com,display,United States,160x600,mobile,0.02681762,0.00028194,0.00015869,0.02725825,modeled
07/12/2025,nytimes.com,banner,Germany,300x600,tablet,0.02648349,0.00015416,0.00022254,0.02686019,measured
07/11/2025,nytimes.com,banner,Canada,970x250,mobile,0.00741545,0.00020502,0.00029439,0.00791486,modeled
07/07/2025,usatoday.com,native,Australia,160x600,desktop,0.01846124,3.917e-05,0.00013646,0.01863687,measured
07/08/2025,fox32chicago.com,video,Australia,970x250,tablet,0.00354314,0.00022292,7.844e-05,0.0038445,modeled
07/09/2025,yahoo.com,display,Brazil,160x600,desktop,0.0132178,0.00021253,0.00031348,0.01374381,modeled
07/16/2025,engadget.com,native,Canada,300x600,tablet,0.02142248,0.00024514,5.758e-05,0.0217252,modeled
07/21/2025,yahoo.com,video,United States,300x600,tablet,0.02143056,3.627e-05,0.0002824,0.02174923,modeled
07/15/2025,msn.com,video,United States,320x50,mobile,0.03446695,0.00025655,0.0001333,0.0348568,modeled
07/15/2025,weather.com,audio,United States,728x90,mobile,0.06070698,3.349e-05,0.00012784,0.06086832,measured
07/29/2025,cnn.com,audio,China,728x90,mobile,0.00692966,9.665e-05,6.006e-05,0.00708636,modeled
07/16/2025,reuters.com,native,France,300x250,mobile,0.03536538,0.00011792,4.935e-05,0.03553265,modeled
07/13/2025,cnn.com,display,Brazil,300x250,tablet,0.02993283,0.00023385,0.00020185,0.03036852,modeled
07/25/2025,weather.com,display,Germany,300x600,tablet,0.00452124,7.408e-05,0.00022036,0.00481568,modeled
07/30/2025,forbes.com,display,Japan,970x250,mobile,0.01372588,3.309e-05,0.00030498,0.01406395,modeled
07/12/2025,nytimes.com,display,,300x250,mobile,0.01325826,0.00023394,8.656e-05,0.01357877,modeled
07/18/2025,yahoo.com,native,China,160x600,mobile,0.01264159,5.058e-05,0.00011695,0.01280912,modeled
07/17/2025,msn.com,video,India,300x250,desktop,0.02330891,3.474e-05,4.617e-05,0.02338982,modeled
07/07/2025,engadget.com,audio,China,320x50,mobile,0.00299535,1.289e-05,3.662e-05,0.00304486,measured
08/01/2025,espn.com,audio,Japan,970x250,tablet,0.0107577,9.534e-05,0.00017912,0.01103216,modeled
07/25/2025,forbes.com,banner,United States,320x50,mobile,0.01841662,0.00021646,0.00042062,0.01905369,modeled
07/14/2025,engadget.com,native,Japan,728x90,desktop,0.01330903,3.529e-05,0.00050523,0.01384955,modeled
07/25/2025,msn.com,audio,France,300x250,desktop,0.03724539,0.00017704,8.316e-05,0.03750559,measured
07/21/2025,forbes.com,native,Japan,300x600,mobile,0.03044858,9.264e-05,0.00012584,0.03066706,modeled
07/11/2025,reuters.com,native,India,160x600,desktop,0.01570879,0.00012041,0.00035384,0.01618304,measured
07/31/2025,fox32chicago.com,banner,Brazil,970x250,desktop,0.06655142,5.986e-05,0.00015456,0.06676584,measured
07/28/2025,usatoday.com,banner,France,970x250,desktop,0.01542287,0.00011476,0.00011165,0.01564928,measured
07/25/2025,msn.com,banner,United States,970x250,mobile,0.00938355,5.993e-05,8.421e-05,0.00952769,modeled
07/13/2025,nytimes.com,native,Canada,160x600,desktop,0.01483972,2.464e-05,8.558e-05,0.01494994,modeled
07/23/2025,theverge.com,native,Canada,160x600,tablet,0.02279092,0.00011335,0.00016116,0.02306542,modeled
07/04/2025,bloomberg.com,banner,India,728x90,tablet,0.04169208,0.00011722,0.0003263,0.0421356,measured
07/24/2025,espn.com,display,United States,160x600,tablet,0.06658343,0.0001549,3.963e-05,0.06677796,measured
07/20/2025,cnn.com,display,Japan,970x250,desktop,0.02073841,9.277e-05,0.00037391,0.02120509,measured
07/11/2025,usatoday.com,video,Japan,300x600,mobile,0.01526814,4.142e-05,8.984e-05,0.0153994,measured
07/08/2025,theverge.com,banner,India,160x600,tablet,0.00514689,0.00029851,0.00013529,0.00558069,modeled
07/07/2025,msn.com,video,Canada,300x250,tablet,0.00565515,0.00024771,0.00044095,0.00634381,measured
07/24/2025,yahoo.com,banner,India,300x250,mobile,0.01903357,2.34e-05,9.168e-05,0.01914866,modeled
08/01/2025,theverge.com,display,India,300x250,tablet,0.01400023,8.675e-05,5.105e-05,0.02110052,modeled
07/27/2025,nytimes.com,display,India,160x600,tablet,0.0327455,7.92e-06,0.00029149,0.03304491,modeled
07/06/2025,fox32chicago.com,audio,India,300x250,desktop,0.04173533,6.212e-05,0.00012681,0.04192426,modeled
07/20/2025,forbes.com,video,China,728x90,desktop,0.0452543,0.00013404,0.00010233,0.04549067,measured
07/12/2025,fox32chicago.com,banner,Brazil,300x250,mobile,0.01406004,0.0001209,0.00044969,0.01463063,measured
07/04/2025,reuters.com,audio,Brazil,320x50,mobile,0.01441226,6.237e-05,0.00013806,0.01461268,measured
07/13/2025,techcrunch.com,video,China,300x250,tablet,0.0173364,0.00010597,0.00012713,0.0175695,modeled
07/17/2025,forbes.com,video,Brazil,728x90,desktop,0.03791741,3.858e-05,0.00018347,0.03813946,measured
07/30/2025,weather.com,display,Canada,160x600,mobile,0.02358873,4.181e-05,0.00018214,0.02381268,measured
07/03/2025,yahoo.com,display,Japan,300x600,tablet,0.02403604,3.77e-06,5.64e-05,0.0240962,modeled
07/07/2025,techcrunch.com,banner,India,320x50,tablet,0.04778692,5.114e-05,4.513e-05,0.04788319,measured
07/17/2025,nytimes.com,native,Brazil,300x250,mobile,0.00244024,3.223e-05,0.00012293,0.0025954,measured
07/09/2025,weather.com,audio,Canada,970x250,desktop,0.00524234,0.00013529,6.58e-05,0.00544343,measured
07/08/2025,forbes.com,banner,Brazil,300x600,tablet,0.0213132,0.00021647,0.00033201,0.02186168,modeled
07/17/2025,espn.com,banner,Australia,300x600,desktop,0.02104483,3.02e-05,0.00012967,0.0212047,modeled
07/24/2025,bloomberg.com,video,United Kingdom,728x90,tablet,0.02155532,0.00037331,1.928e-05,0.02194792,measured
07/31/2025,bloomberg.com,display,India,160x600,tablet,0.01625339,0.0001319,0.00014645,0.01653174,modeled
07/21/2025,usatoday.com,native,Japan,970x250,mobile,0.01985618,4.341e-05,0.00025883,0.02015842,modeled
07/05/2025,engadget.com,audio,Canada,300x250,desktop,0.01734254,9.901e-05,0.00027791,0.01771947,measured
07/25/2025,washingtonpost.com,native,France,970x250,tablet,0.01311362,0.00019995,4.047e-05,0.01335405,measured
07/15/2025,weather.com,native,Germany,728x90,desktop,0.02065251,4.1e-05,5.075e-05,0.02074426,measured
07/20/2025,espn.com,video,Germany,300x250,desktop,0.05578293,2.67e-05,0.00014083,0.05595046,measured
07/23/2025,espn.com,native,Australia,970x250,tablet,0.00492387,0.00019169,9.645e-05,0.00963879,measured
08/01/2025,weather.com,native,Brazil,320x50,desktop,0.03461402,0.00012873,0.00054082,0.03528357,modeled
07/08/2025,engadget.com,display,India,160x600,tablet,0.00393399,3.497e-05,0.00026674,0.0042357,modeled
07/21/2025,forbes.com,native,China,970x250,desktop,0.02139382,6.95e-05,0.00047685,0.02194017,modeled
07/07/2025,cnn.com,banner,China,728x90,mobile,0.01667548,4.245e-05,0.00027921,0.01699714,measured
07/23/2025,msn.com,audio,Japan,300x250,mobile,0.01710983,9.073e-05,0.00021846,0.01741902,modeled
07/20/2025,theverge.com,native,Canada,320x50,mobile,0.02806352,3.452e-05,0.00010609,0.02820412,measured
07/12/2025,reuters.com,audio,Brazil,728x90,tablet,0.00448329,0.00010814,0.00044106,0.00503249,measured
07/04/2025,reuters.com,banner,Brazil,728x90,tablet,0.00718009,1.815e-05,7.808e-05,0.00727632,measured
07/05/2025,reuters.com,banner,Japan,970x250,desktop,0.01380214,0.00014119,0.00010129,0.01404462,measured
07/22/2025,usatoday.com,video,Japan,160x600,desktop,0.02191516,5.52e-05,0.00011535,0.02208571,modeled
07/28/2025,cnn.com,video,China,160x600,mobile,0.00823607,3.012e-05,0.00023163,0.00849783,modeled
07/27/2025,espn.com,banner,Canada,970x250,mobile,0.01169743,0.00011547,6.495e-05,0.01187785,measured
07/27/2025,weather.com,audio,Brazil,728x90,mobile,0.01675951,8.18e-06,9.95e-05,0.01686719,modeled
07/24/2025,msn.com,display,United States,160x600,mobile,0.00892349,0.00018647,4.105e-05,0.00915101,measured
07/24/2025,msn.com,audio,Australia,970x250,mobile,0.01489809,0.00010716,0.00027042,0.01527567,modeled
07/13/2025,reuters.com,audio,France,728x90,tablet,0.03065509,7.923e-05,0.000141,0.03087531,modeled
07/13/2025,fox32chicago.com,banner,United Kingdom,160x600,desktop,0.03727097,7.805e-05,0.00015265,0.03750167,modeled
07/19/2025,forbes.com,banner,France,300x250,tablet,0.03810516,0.0003687,0.00016259,0.03863646,measured
07/05/2025,bloomberg.com,banner,United Kingdom,300x600,desktop,0.02454407,0.00015011,0.00030287,0.02499706,modeled
07/15/2025,forbes.com,native,Japan,970x250,desktop,0.03438314,5.161e-05,0.00017072,0.03460547,modeled
07/23/2025,forbes.com,display,Canada,728x90,desktop,0.03454666,0.00021666,0.00011935,0.03488268,measured
07/11/2025,fox32chicago.com,video,Japan,160x600,desktop,0.0209617,0.00011381,0.00013745,0.02121296,measured
07/18/2025,espn.com,video,United Kingdom,300x600,mobile,0.02056407,0.0005169,0.00011546,0.02119642,modeled
07/09/2025,forbes.com,banner,United States,300x250,tablet,0.01533121,1.601e-05,2.085e-05,0.01536807,modeled
07/26/2025,yahoo.com,banner,United States,970x250,mobile,0.02393941,0.00017322,0.00024303,0.02435566,measured
07/11/2025,reuters.com,native,,160x600,mobile,0.00809809,0.00014573,0.00012112,0.00836495,measured
07/15/2025,fox32chicago.com,banner,Brazil,300x600,tablet,0.01232564,2.309e-05,7.23e-05,0.01242103,modeled
08/01/2025,weather.com,display,United Kingdom,300x600,mobile,0.02434277,0.00010587,0.00015145,0.0246001,measured
07/05/2025,espn.com,video,Australia,320x50,tablet,0.00139935,9.539e-05,8.151e-05,0.00157626,measured
07/15/2025,theverge.com,video,France,300x250,desktop,0.02128668,0.00019319,9.219e-05,0.02157206,measured
07/03/2025,cnn.com,native,Japan,300x600,mobile,0.01803803,0.00029687,0.00016408,0.01849897,modeled
08/02/2025,usatoday.com,native,United States,300x250,desktop,0.0163807,4.11e-05,0.00023772,0.01665951,modeled
07/28/2025,engadget.com,audio,Germany,728x90,desktop,0.00697967,0.00019897,0.00021444,0.00739308,measured
07/04/2025,yahoo.com,banner,China,728x90,tablet,0.01049907,4.236e-05,6.926e-05,0.01061068,measured
07/23/2025,theverge.com,native,United Kingdom,300x600,desktop,0.00266414,0.00011763,1.333e-05,0.0027951,modeled
07/29/2025,reuters.com,banner,France,728x90,mobile,0.01558002,7.4e-05,0.00010236,0.01575638,modeled
07/13/2025,bloomberg.com,display,Germany,728x90,desktop,0.02340918,5.261e-05,0.00015292,0.02361471,measured
07/21/2025,espn.com,display,Germany,300x600,desktop,0.03978876,0.00012719,9.511e-05,0.04001106,modeled
07/17/2025,techcrunch.com,native,China,728x90,desktop,0.01676861,6.403e-05,0.00011707,0.01694971,modeled
07/31/2025,,display,China,160x600,tablet,0.01955746,2.2e-05,2.694e-05,0.0196064,modeled
07/28/2025,nytimes.com,audio,Japan,160x600,mobile,0.00759357,0.00012108,0.00021306,0.00792772,measured
07/10/2025,forbes.com,display,United Kingdom,320x50,mobile,0.02947826,3.937e-05,0.00014368,0.02966131,modeled
07/03/2025,msn.com,display,China,300x600,tablet,0.01219692,7.56e-05,9.615e-05,0.01236867,modeled
07/10/2025,nytimes.com,native,Germany,160x600,desktop,0.02039058,4.713e-05,0.00029465,0.02073236,modeled
07/08/2025,usatoday.com,display,Australia,320x50,tablet,0.03705467,0.00011839,0.00027152,0.03744458,modeled
07/28/2025,forbes.com,video,India,728x90,desktop,0.00421905,0.00019147,0.00017653,0.00458705,measured
07/18/2025,forbes.com,display,China,160x600,desktop,0.00992725,4.54e-05,0.00037806,0.01035072,modeled
07/26/2025,cnn.com,video,United Kingdom,970x250,mobile,0.02980861,7.402e-05,3.333e-05,0.02991596,measured
07/30/2025,reuters.com,video,Australia,728x90,tablet,0.03962262,3.035e-05,9.903e-05,0.039752,modeled
07/17/2025,forbes.com,display,Canada,728x90,mobile,0.01478871,4.479e-05,0.00011415,0.01494766,measured
07/07/2025,engadget.com,video,Australia,320x50,desktop,0.01657588,7.018e-05,0.00016913,0.01818851,measured
07/31/2025,bloomberg.com,audio,Germany,300x600,desktop,0.04842684,2.195e-05,0.0001503,0.04859909,modeled
07/05/2025,nytimes.com,display,Brazil,300x250,tablet,0.00613465,1.973e-05,0.00025749,0.00641186,measured
07/16/2025,weather.com,video,China,300x600,desktop,0.0200048,1.839e-05,0.00011407,0.02013726,modeled
07/16/2025,forbes.com,native,United States,300x600,mobile,0.00761247,7.33e-05,0.00021846,0.00790422,modeled
07/18/2025,nytimes.com,native,United States,728x90,desktop,0.02537565,6.045e-05,0.00026584,0.02570194,modeled
07/14/2025,bloomberg.com,audio,Brazil,970x250,tablet,0.0419047,0.00013813,8.375e-05,0.04212658,modeled
07/03/2025,engadget.com,display,Germany,970x250,mobile,0.01504335,0.00023707,0.00010276,0.01538318,measured
07/25/2025,forbes.com,display,United States,160x600,mobile,0.02543264,4.425e-05,0.00026713,0.02574401,modeled
07/25/2025,cnn.com,banner,Canada,300x600,tablet,0.00796522,7.782e-05,0.00019836,0.00824139,modeled
07/14/2025,yahoo.com,display,Canada,728x90,tablet,0.05393014,9.866e-05,0.000108,0.05413681,modeled
07/20/2025,usatoday.com,native,United Kingdom,970x250,tablet,0.0126902,0.00016196,0.00018703,0.01303919,modeled
07/30/2025,techcrunch.com,display,Canada,300x600,tablet,0.02692616,0.000226,0.00013964,0.02729179,modeled
07/16/2025,yahoo.com,banner,India,160x600,tablet,0.02219917,6.275e-05,6.84e-05,0.02233032,modeled
07/20/2025,usatoday.com,video,United Kingdom,160x600,desktop,0.01008665,4.68e-06,0.00019692,0.01028825,measured
07/05/2025,cnn.com,banner,Japan,970x250,desktop,0.02282819,0.00012122,6.44e-05,0.02301381,modeled
07/18/2025,bloomberg.com,audio,Australia,728x90,mobile,0.01023821,4.977e-05,0.00028514,0.01057312,modeled
07/14/2025,cnn.com,audio,France,970x250,mobile,0.01919098,8.656e-05,0.00022954,0.01950709,modeled
07/16/2025,bloomberg.com,native,India,160x600,mobile,0.00998308,0.00010904,0.00046856,0.01056067,measured
07/21/2025,washingtonpost.com,display,Canada,300x250,desktop,0.03949814,0.00010784,0.00014249,0.03974847,measured
07/14/2025,espn.com,video,Japan,728x90,tablet,0.0240937,0.00021602,0.00032937,0.02463909,modeled
07/25/2025,cnn.com,audio,Canada,728x90,mobile,0.04808583,0.00010002,1.318e-05,0.04819903,modeled
07/11/2025,fox32chicago.com,video,Canada,320x50,mobile,0.0558719,4.267e-05,0.00022692,0.05614149,modeled
07/20/2025,fox32chicago.com,video,Brazil,160x600,mobile,0.00169526,8.518e-05,0.00010291,0.00188335,measured
07/07/2025,washingtonpost.com,audio,Japan,970x250,desktop,0.04815817,0.00010885,0.0001352,0.05317213,measured
07/28/2025,cnn.com,video,United States,970x250,tablet,0.02354318,2.29e-06,7.829e-05,0.02362376,measured
07/06/2025,nytimes.com,display,United Kingdom,300x250,tablet,0.01112439,0.00013126,5.528e-05,0.01131093,measured
07/23/2025,techcrunch.com,banner,United States,300x600,mobile,0.01936544,7.833e-05,8.202e-05,0.0195258,modeled
07/24/2025,weather.com,audio,Canada,300x600,tablet,0.01083683,7.778e-05,1.895e-05,0.01093356,modeled
08/02/2025,forbes.com,native,Canada,320x50,desktop,0.02896751,4.24e-05,0.00010826,0.02911816,measured
